id,eng_word,level,difficulty_level,first_letter,tur_word,sample_sentence_1,sample_sentence_2,picture,audio_url
187,save,A1,2,s,kaydetmek/kurtarmak,Please save your work before closing the file.,The firefighter tried to save the cat.,,https://api.dictionaryapi.dev/media/pronunciations/en/save-us.mp3
188,saw,A1,2,s,testere/gördü,I saw a red bird in the garden.,He used a saw to cut the wood.,,https://api.dictionaryapi.dev/media/pronunciations/en/saw-us.mp3
189,say,A1,2,s,söylemek,He will say to his friend tonight.,The manager chose to say the team clearly.,,https://api.dictionaryapi.dev/media/pronunciations/en/say-us.mp3
190,school,A1,2,s,okul,The children go to school by bus.,Our school has a small garden.,,https://api.dictionaryapi.dev/media/pronunciations/en/school-uk.mp3
191,table,A1,2,t,masa/tablo,Put the glass on the table.,The table shows the test results.,,https://api.dictionaryapi.dev/media/pronunciations/en/table-au.mp3
192,take,A1,2,t,almak,The team will take the issue tomorrow.,I hope to take this skill with practice.,,https://api.dictionaryapi.dev/media/pronunciations/en/take-au.mp3
193,talk,A1,2,t,konuşmak,Please talk clearly before you leave.,The teacher will talk the class after lunch.,,/uploads/audio/words/talk.mp3
194,tall,A1,2,t,uzun,The tall tree is near the house.,My brother is tall for his age.,,https://api.dictionaryapi.dev/media/pronunciations/en/tall-uk.mp3
195,taxi,A1,2,t,taksi,I cleaned the taxi before dinner.,The small taxi fell from the shelf.,,https://api.dictionaryapi.dev/media/pronunciations/en/taxi-uk.mp3
196,tea,A1,2,t,çay,She ate a tea after school.,He bought a fresh tea at the market.,,https://api.dictionaryapi.dev/media/pronunciations/en/tea-1-au.mp3
197,teach,A1,2,t,öğretmek,She tried to teach the news calmly.,They asked him to teach the story again.,,https://api.dictionaryapi.dev/media/pronunciations/en/teach-us.mp3
198,teacher,A1,2,t,öğretmen,A young teacher waited outside the room.,The teacher spoke kindly to us.,,https://api.dictionaryapi.dev/media/pronunciations/en/teacher-uk.mp3
199,team,A1,2,t,takım,Our team won the game.,She joined the school team.,,https://api.dictionaryapi.dev/media/pronunciations/en/team-us.mp3
200,technology,A1,2,t,teknoloji,Technology changes our daily life.,The class used technology for the project.,,/uploads/audio/words/technology.mp3
201,telephone,A1,2,t,telefon,I cleaned the telephone before dinner.,The small telephone fell from the shelf.,,https://api.dictionaryapi.dev/media/pronunciations/en/telephone-us.mp3
202,ugly,A1,2,u,çirkin,The old wall looked ugly.,He drew an ugly monster.,,https://api.dictionaryapi.dev/media/pronunciations/en/ugly-uk.mp3
203,umbrella,A1,2,u,şemsiye,Take an umbrella because it may rain.,Her umbrella is yellow.,,https://api.dictionaryapi.dev/media/pronunciations/en/umbrella-us.mp3
204,uncle,A1,2,u,amca/dayı,A young uncle waited outside the room.,The uncle spoke kindly to us.,,https://api.dictionaryapi.dev/media/pronunciations/en/uncle-uk.mp3
205,under,A1,2,u,altında,The ball is under the bed.,The cat hid under the chair.,,https://api.dictionaryapi.dev/media/pronunciations/en/under-us.mp3
206,underline,A1,2,u,altını çizmek,Please underline the correct answer.,I underline new words in my book.,,https://api.dictionaryapi.dev/media/pronunciations/en/underline-us.mp3
207,until,A1,2,u,#NAME?,I waited until six o’clock.,Stay here until I return.,,https://api.dictionaryapi.dev/media/pronunciations/en/until-us.mp3
208,up,A1,2,u,yukarı,She looked up at the sky.,He picked up the pencil.,,https://api.dictionaryapi.dev/media/pronunciations/en/up-au.mp3
209,us,A1,2,u,bizi/bize,The teacher gave us homework.,My uncle drove us to the station.,,https://api.dictionaryapi.dev/media/pronunciations/en/us-1-us.mp3
210,use,A1,2,u,kullanmak,The team will use the issue tomorrow.,I hope to use this skill with practice.,,/uploads/audio/words/use.mp3
211,usually,A1,2,u,genellikle,I usually wake up at seven.,She usually studies after dinner.,,https://api.dictionaryapi.dev/media/pronunciations/en/usually-us.mp3
212,vacation,A1,2,v,tatil,We went to İzmir on vacation.,My vacation starts next week.,,https://api.dictionaryapi.dev/media/pronunciations/en/vacation-us.mp3
213,vase,A1,2,v,vazo,I cleaned the vase before dinner.,The small vase fell from the shelf.,,https://api.dictionaryapi.dev/media/pronunciations/en/vase-us.mp3
214,vegetable,A1,2,v,sebze,Carrot is a healthy vegetable.,She cut a vegetable for the soup.,,https://api.dictionaryapi.dev/media/pronunciations/en/vegetable-uk.mp3
215,very,A1,2,v,çok,This tea is very hot.,He is very good at math.,,https://api.dictionaryapi.dev/media/pronunciations/en/very-uk.mp3
216,video,A1,2,v,video,I cleaned the video before dinner.,The small video fell from the shelf.,,https://api.dictionaryapi.dev/media/pronunciations/en/video-us.mp3
217,visit,A1,2,v,ziyaret etmek,They plan to visit the problem this week.,She tried to visit the task before dinner.,,https://api.dictionaryapi.dev/media/pronunciations/en/visit-us.mp3
218,volleyball,A1,2,v,voleybol,The volleyball was on the wooden table.,My brother carried the volleyball to school.,,https://api.dictionaryapi.dev/media/pronunciations/en/volleyball-us.mp3
219,vote,A1,2,v,oy vermek,The team will vote the issue tomorrow.,I hope to vote this skill with practice.,,https://api.dictionaryapi.dev/media/pronunciations/en/vote-us.mp3
220,wait,A1,2,w,beklemek,The children like to wait after school.,We watched the birds wait near the trees.,,https://api.dictionaryapi.dev/media/pronunciations/en/wait-uk.mp3
221,waiter,A1,2,w,garson,The waiter brought the menu.,A waiter cleaned the table.,,https://api.dictionaryapi.dev/media/pronunciations/en/waiter-us.mp3
222,waitress,A1,2,w,garson,The waitress smiled at the guests.,A waitress gave us water.,,/uploads/audio/words/waitress.mp3
223,wake,A1,2,w,uyanmak,The children like to wake after school.,We watched the birds wake near the trees.,,https://api.dictionaryapi.dev/media/pronunciations/en/wake-us.mp3
224,walk,A1,2,w,yürümek,She began to walk when the music started.,They will walk outside if the weather is good.,,https://api.dictionaryapi.dev/media/pronunciations/en/walk-au.mp3
225,wall,A1,2,w,duvar,I cleaned the wall before dinner.,The small wall fell from the shelf.,,https://api.dictionaryapi.dev/media/pronunciations/en/wall-uk.mp3
226,want,A1,2,w,istemek,They plan to want the problem this week.,She tried to want the task before dinner.,,https://api.dictionaryapi.dev/media/pronunciations/en/want-uk.mp3
227,war,A1,2,w,savaş,The war changed many families.,The film is about a long war.,,https://api.dictionaryapi.dev/media/pronunciations/en/war-uk.mp3
228,warm,A1,2,w,ılık/sıcak,The soup is warm and ready to eat.,A warm jacket helps in winter.,,https://api.dictionaryapi.dev/media/pronunciations/en/warm-us.mp3
229,was,A1,2,w,idi,The room was quiet at night.,He was happy after the match.,,/uploads/audio/words/was.mp3
230,yard,A1,2,y,avlu,The yard was quiet in the morning.,We found the yard at the end of the street.,,https://api.dictionaryapi.dev/media/pronunciations/en/yard-us.mp3
231,year,A1,2,y,yıl,We saw the year near the window.,My friend described the year very clearly.,,https://api.dictionaryapi.dev/media/pronunciations/en/year-1-uk.mp3
232,yellow,A1,2,y,sarı,The yellow bus stopped outside.,She wore a yellow dress.,,https://api.dictionaryapi.dev/media/pronunciations/en/yellow-au.mp3
233,yes,A1,2,y,evet,"Yes, I can help you.",She said yes to the invitation.,,https://api.dictionaryapi.dev/media/pronunciations/en/yes.mp3
234,yesterday,A1,2,y,dün,He answered yesterday when the teacher asked.,The machine moved yesterday across the floor.,,https://api.dictionaryapi.dev/media/pronunciations/en/yesterday-uk.mp3
235,yet,A1,2,y,henüz/yine de,I have not finished my homework yet.,The soup is hot yet easy to eat.,,https://api.dictionaryapi.dev/media/pronunciations/en/yet-us.mp3
236,you,A1,2,y,sen/siz,You can sit next to me.,I will help you after class.,,https://api.dictionaryapi.dev/media/pronunciations/en/you-au-us-unstressed.mp3
237,young,A1,2,y,genç,The young answer was easy to understand.,We found a young place to rest.,,https://api.dictionaryapi.dev/media/pronunciations/en/young-uk.mp3
238,your,A1,2,y,senin/sizin,Please bring your notebook tomorrow.,Your bike is outside the house.,,/uploads/audio/words/your.mp3
239,yours,A1,2,y,seninki/sizinki,This blue bag is yours.,The last ticket is yours.,,https://api.dictionaryapi.dev/media/pronunciations/en/yours-us.mp3
240,zoo,A1,2,z,hayvanat bahçesi,We saw lions at the zoo.,The zoo opens at ten.,,https://api.dictionaryapi.dev/media/pronunciations/en/zoo-us.mp3
241,ability,A2,2,a,yetenek,The report described the ability clearly.,We noticed the ability during the project.,,https://api.dictionaryapi.dev/media/pronunciations/en/ability-us.mp3
242,abroad,A2,2,a,yurt dışında,She wants to study abroad next year.,My uncle lives abroad now.,,https://api.dictionaryapi.dev/media/pronunciations/en/abroad-us.mp3
243,accept,A2,2,a,kabul etmek,The team will accept the issue tomorrow.,I hope to accept this skill with practice.,,https://api.dictionaryapi.dev/media/pronunciations/en/accept-uk.mp3
244,acceptable,A2,2,a,kabul edilebilir,The acceptable room felt calm and safe.,She chose an acceptable jacket for the trip.,,https://api.dictionaryapi.dev/media/pronunciations/en/acceptable-us.mp3
245,accident,A2,2,a,kaza,The accident happened near the school.,No one was hurt in the accident.,,https://api.dictionaryapi.dev/media/pronunciations/en/accident-us.mp3
246,account,A2,2,a,hesap,We saw the account near the window.,My friend described the account very clearly.,,https://api.dictionaryapi.dev/media/pronunciations/en/account-us.mp3
247,achieve,A2,2,a,başarmak,They plan to achieve the problem this week.,She tried to achieve the task before dinner.,,https://api.dictionaryapi.dev/media/pronunciations/en/achieve-us.mp3
248,across,A2,2,a,karşısında/boyunca,We walked across the bridge.,The shop is across the street.,,https://api.dictionaryapi.dev/media/pronunciations/en/across-us.mp3
249,act,A2,2,a,davranmak/eylem,We saw the act near the window.,My friend described the act very clearly.,,https://api.dictionaryapi.dev/media/pronunciations/en/act-us.mp3
250,actually,A2,2,a,aslında,The system behaved actually during the test.,The result changed actually in the study.,,https://api.dictionaryapi.dev/media/pronunciations/en/actually-us.mp3
251,addition,A2,2,a,ekleme/ilave,The class discussed the addition after the video.,This example shows the addition clearly.,,https://api.dictionaryapi.dev/media/pronunciations/en/addition-us.mp3
252,background,A2,2,b,arka plan,The mountains were in the background.,Her background helped her get the job.,,https://api.dictionaryapi.dev/media/pronunciations/en/background-us.mp3
253,badly,A2,2,b,kötü şekilde,She spoke badly during the meeting.,The team worked badly on the final task.,,https://api.dictionaryapi.dev/media/pronunciations/en/badly-us.mp3
254,badminton,A2,2,b,badminton,We played badminton in the garden.,Badminton is fun with friends.,,https://api.dictionaryapi.dev/media/pronunciations/en/badminton-us.mp3
255,bake,A2,2,b,pişirmek,Please bake this before you add more salt.,They decided to bake at home tonight.,,https://api.dictionaryapi.dev/media/pronunciations/en/bake-us.mp3
256,balcony,A2,2,b,balkon,The balcony was part of the story.,She noticed the balcony during the lesson.,,https://api.dictionaryapi.dev/media/pronunciations/en/balcony-us.mp3
257,balloon,A2,2,b,balon,He pointed to the balloon on the page.,The balloon appeared near the end of the story.,,https://api.dictionaryapi.dev/media/pronunciations/en/balloon-us.mp3
258,banking,A2,2,b,bankacılık,We saw the banking near the window.,My friend described the banking very clearly.,,/uploads/audio/words/banking.mp3
259,barbecue,A2,2,b,barbekü,The barbecue was part of the story.,She noticed the barbecue during the lesson.,,https://api.dictionaryapi.dev/media/pronunciations/en/barbecue-us.mp3
260,barber,A2,2,b,berber,The barber arrived early for work.,Everyone thanked the barber after lunch.,,https://api.dictionaryapi.dev/media/pronunciations/en/barber-us.mp3
261,bargain,A2,2,b,pazarlık,This jacket was a real bargain.,They bargain at the small market.,,https://api.dictionaryapi.dev/media/pronunciations/en/bargain-us.mp3
262,base,A2,2,b,temel/üs,The lamp has a heavy base.,This idea is the base of the plan.,,https://api.dictionaryapi.dev/media/pronunciations/en/base-us.mp3
263,cab,A2,2,c,taksi,He pointed to the cab on the page.,The cab appeared near the end of the story.,,https://api.dictionaryapi.dev/media/pronunciations/en/cab-us.mp3
264,cafeteria,A2,2,c,kafeterya,People gathered outside the cafeteria.,The old cafeteria looked clean and bright.,,/uploads/audio/words/cafeteria.mp3
265,calendar,A2,2,c,takvim,The calendar was part of the story.,She noticed the calendar during the lesson.,,https://api.dictionaryapi.dev/media/pronunciations/en/calendar-us.mp3
266,camping,A2,2,c,kamp yapma,He pointed to the camping on the page.,The camping appeared near the end of the story.,,/uploads/audio/words/camping.mp3
267,campus,A2,2,c,kampüs,People gathered outside the campus.,The old campus looked clean and bright.,,https://api.dictionaryapi.dev/media/pronunciations/en/campus-us.mp3
268,capital,A2,2,c,başkent/sermaye,Ankara is the capital of Türkiye.,The company needs more capital to grow.,,https://api.dictionaryapi.dev/media/pronunciations/en/capital-us.mp3
269,captain,A2,2,c,kaptan,The captain arrived early for work.,Everyone thanked the captain after lunch.,,https://api.dictionaryapi.dev/media/pronunciations/en/captain-uk.mp3
270,carrot,A2,2,c,havuç,We shared the carrot at lunch.,The cook used carrot in the meal.,,https://api.dictionaryapi.dev/media/pronunciations/en/carrot-us.mp3
271,cash,A2,2,c,nakit,I paid for the ticket in cash.,She keeps cash in her wallet.,,https://api.dictionaryapi.dev/media/pronunciations/en/cash-us.mp3
272,cassette,A2,2,c,kaset,He pointed to the cassette on the page.,The cassette appeared near the end of the story.,,/uploads/audio/words/cassette.mp3
273,castle,A2,2,c,kale,People gathered outside the castle.,The old castle looked clean and bright.,,https://api.dictionaryapi.dev/media/pronunciations/en/castle-au.mp3
274,daily,A2,2,d,günlük,I have a daily English lesson.,She checks her email daily.,,https://api.dictionaryapi.dev/media/pronunciations/en/daily-us.mp3
275,dam,A2,2,d,baraj,He pointed to the dam on the page.,The dam appeared near the end of the story.,,https://api.dictionaryapi.dev/media/pronunciations/en/dam-au.mp3
276,dancer,A2,2,d,dansçı,A young dancer waited outside the room.,The dancer spoke kindly to us.,,https://api.dictionaryapi.dev/media/pronunciations/en/dancer-us.mp3
277,danger,A2,2,d,tehlike,The sign warned us about danger.,Fire can be a serious danger.,,https://api.dictionaryapi.dev/media/pronunciations/en/danger-us.mp3
278,dangerous,A2,2,d,tehlikeli,This dangerous example helped the students.,The report used a dangerous idea clearly.,,https://api.dictionaryapi.dev/media/pronunciations/en/dangerous-uk.mp3
279,daylight,A2,2,d,gün ışığı,We saw the daylight near the window.,My friend described the daylight very clearly.,,https://api.dictionaryapi.dev/media/pronunciations/en/daylight-au.mp3
280,dead,A2,2,d,ölü,The dead room felt calm and safe.,She chose a dead jacket for the trip.,,https://api.dictionaryapi.dev/media/pronunciations/en/dead-au.mp3
